instant_day,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,cnt_day,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,cnt_hour
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,2
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,1
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,3
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,30
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,64
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,154
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,88
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,44
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,51
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,61
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,61
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,77
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,72
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,76
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,157
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,157
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,110
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,52
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,52
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,20
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,12
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,5
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,2
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,1
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,2
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,4
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,36
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,94
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,100
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,42
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,57
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,78
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,97
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,63
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,65
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,83
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,212
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,182
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,112
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,54
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,48
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,35
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,11
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,6
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,6
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,2
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,2
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,3
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,33
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,195
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,115
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,57
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,46
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,79
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,71
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,62
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,62
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,89
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,190
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,169
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,132
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,89
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,43
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,42
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,19
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,11
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,4
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,2
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,1
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,4
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,36
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,95
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,219
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,122
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,45
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,59
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,84
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,67
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,70
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,62
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,86
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,172
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,163
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,112
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,69
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,48
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,52
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,23
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,17
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,7
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,1
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,1
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,5
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,34
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,84
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,210
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,134
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,63
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,67
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,59
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,73
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,50
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,72
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,87
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,187
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,123
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,95
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,51
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,39
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,36
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,15
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,959,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,25
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,959,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,16
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,959,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,16
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,959,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,7
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,959,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,1
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,959,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,5
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,959,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,2
